address,name,chainId
0x436baCb4C66583de4Cb16e13a1A0D9A3075DE425,ProtocolV3BNB ASSETS WBNB STATIC_A_TOKEN,56
0x971F1C94b139AdEdedA729DA636e2B0C433Ff595,ProtocolV3BNB CAPS_PLUS_RISK_STEWARD,56
0x918737Bd3fDCDDb2ae30De41e3e89806fC8228bf,ProtocolV3BNB COLLECTOR,56
0x249396a890F89D47F89326d7EE116b1d374Fb3A9,ProtocolV3BNB CONFIG_ENGINE,56
0x5d4D4007A4c6336550DdAa2a7c0d5e7972eebd16,ProtocolV3BNB DEBT_SWAP_ADAPTER,56
0x4d0cd4b74A4f09B33AFfF69B7667a3376534EB55,ProtocolV3BNB DEFAULT_A_TOKEN_IMPL_REV_1,56
0xe84d523A9d51f2c6DcDE41A7C91cC2c6B3B6Bc70,ProtocolV3BNB DEFAULT_INCENTIVES_CONTROLLER,56
0x4E928E9F8809929DA4501Af3bc68B57b1e79cFf7,ProtocolV3BNB DEFAULT_VARIABLE_DEBT_TOKEN_IMPL_REV_1,56
0xC3Af6c84A950538b228025744039458AE456d39b,ProtocolV3BNB EMISSION_MANAGER,56
0x83f15Bc50d1A212576B202f80489502a7cc10412,ProtocolV3BNB FREEZING_STEWARD,56
0x1866ff4f9c9A4EFBBccD3D4b5db4d98aB3Bf785d,ProtocolV3BNB ORACLE,56
0x751107834436ad0d08a4c6D9Cc82031D5088999C,ProtocolV3BNB POOL,56
0xA9aD669442f9ABEd99b6B4a803BDae0746FEa220,ProtocolV3BNB POOL_ADDRESSES_PROVIDER,56
0x117684358D990E42Eb1649E7e8C4691951dc1E71,ProtocolV3BNB POOL_ADDRESSES_PROVIDER_REGISTRY,56
0x85615611FFD1Ee407A8a28Aab36babf675840cDd,ProtocolV3BNB POOL_CONFIGURATOR,56
0x7468D731a151c2161A0E01ad1b2f22C183f4dF98,ProtocolV3BNB POOL_CONFIGURATOR_IMPL,56
0x0821D7834773Dc3A324959ebcc4B74A2b2A9C1e4,ProtocolV3BNB POOL_IMPL,56
0xe7f3aC8A56FA20303820a54bC46C8ce6ae7aF9f8,ProtocolV3BNB REPAY_WITH_COLLATERAL_ADAPTER,56
0xbe7998712402B6A63975515A532Ce503437998b7,ProtocolV3BNB RISK_STEWARD,56
0x326aB0868bD279382Be2DF5E228Cb8AF38649AB4,ProtocolV3BNB STATIC_A_TOKEN_FACTORY,56
0x321510f3BaeD4D6D30726d3C463Fc2746c7cB9A8,ProtocolV3BNB SWAP_COLLATERAL_ADAPTER,56
0x2E15627381392816b5B55Ac64dE77746bD558479,ProtocolV3BNB UI_INCENTIVE_DATA_PROVIDER,56
0x1B4776a1d5d77f5fBBfc334DCF0346ed6c84432a,ProtocolV3BNB UI_POOL_DATA_PROVIDER,56
0x6AcE9EC5ACCe1210700E7126176351dF1b7bd4e9,ProtocolV3BNB WALLET_BALANCE_PROVIDER,56
0x33620e485Bb2278D9B25551bf078c2cEEE159c16,ProtocolV3BNB WETH_GATEWAY,56
0x78Dff54DB07Cd25Acd79Ff04e3c38Fc1B84900f8,ProtocolV3BNB WITHDRAW_SWAP_ADAPTER,56
